 mbb ngoodjets MT2W Mlb_closestb mct mt_met_lep pfmet topness topnessMod mindphi_met_j1_j2 scale1fb ptbb ngoodjets weight
46 129.508926392 4 -9999.0 -9999.0 418.345245361 -9999.0 659.980163574 -9999.0 -9999.0 3.01427721977 0.00011194437684 -999.0 4 1.0
47 110.571838379 3 191.479263306 82.4019088745 174.950653076 71.2938995361 135.04083252 7.56823968887 -7.42196273804 0.14055109024 0.00011194437684 -999.0 3 1.0
48 -9999.0 1 -9999.0 -9999.0 -9999.0 62.8905410767 210.077651978 -9999.0 -9999.0 -9999.0 0.00011194437684 -999.0 1 1.0
49 235.435668945 2 -9999.0 -9999.0 182.902053833 -9999.0 222.788879395 -9999.0 -9999.0 3.11260533333 0.00011194437684 -999.0 2 1.0
50 710.243591309 6 119.632804871 -9999.0 199.147384644 262.609771729 416.570037842 -0.356738746166 -5.98688554764 0.477249145508 0.00011194437684 -999.0 6 1.0
51 127.445083618 2 353.608123779 470.757232666 323.111724854 66.4783477783 165.023773193 12.6905908585 -5.86327648163 2.53879666328 0.00011194437684 -999.0 2 1.0
52 199.35458374 2 285.985229492 -9999.0 168.317169189 416.738006592 375.750396729 11.3214979172 10.0866270065 1.95248353481 0.00011194437684 -999.0 2 1.0
53 -9999.0 1 -9999.0 -9999.0 -9999.0 415.16897583 292.913848877 -9999.0 -9999.0 -9999.0 0.00011194437684 -999.0 1 1.0
54 114.899848938 2 -9999.0 -9999.0 162.65397644 -9999.0 288.437896729 -9999.0 -9999.0 2.12990093231 0.00011194437684 170.019805908 2 1.0
55 133.070648193 3 -9999.0 -9999.0 616.521057129 -9999.0 553.947143555 -9999.0 -9999.0 0.960582494736 0.00011194437684 -999.0 3 1.0
56 54.6828117371 3 328.410308838 189.258972168 163.108047485 283.095550537 492.071228027 12.3956079483 8.49786949158 2.37182831764 0.00011194437684 -999.0 3 1.0
57 105.723266602 2 384.80770874 219.557952881 369.031280518 100.577529907 308.820220947 13.2174100876 -6.88604736328 3.00012302399 0.00011194437684 -999.0 2 1.0
58 -9999.0 1 -9999.0 457.785614014 -9999.0 339.861663818 311.601867676 -9999.0 -9999.0 -9999.0 0.00011194437684 -999.0 1 1.0
59 -9999.0 1 -9999.0 -9999.0 -9999.0 186.547317505 245.228149414 -9999.0 -9999.0 -9999.0 0.00011194437684 -999.0 1 1.0
60 119.463317871 2 406.673461914 51.8674926758 344.797668457 354.048034668 521.967956543 12.9424371719 12.7442455292 2.85983681679 0.00011194437684 464.611236572 2 1.0
61 67.9349517822 2 224.554336548 188.247131348 105.595558167 809.431274414 471.383575439 9.46314907074 9.02456283569 1.78229165077 0.00011194437684 113.211631775 2 1.0
62 125.572532654 2 499.0 498.411987305 502.833404541 151.03024292 417.801757812 15.0405044556 9.08693122864 2.81785058975 0.00011194437684 506.129516602 2 1.0
63 470.469940186 2 172.780410767 -9999.0 19.4745197296 235.678955078 180.837112427 1.41231036186 -5.05087566376 0.030489385128 0.00011194437684 -999.0 2 1.0
64 116.307785034 2 355.352355957 346.106323242 298.574981689 177.406341553 480.56552124 12.5636987686 -4.70625495911 2.54367113113 0.00011194437684 521.21081543 2 1.0
65 175.665603638 2 345.232757568 175.556167603 202.432052612 320.976074219 341.596710205 11.5566225052 11.453546524 2.57946443558 0.00011194437684 -999.0 2 1.0
66 598.791503906 2 319.28302002 -9999.0 165.987258911 330.566772461 100.611541748 12.0994281769 -5.04172849655 0.775675654411 0.00011194437684 -999.0 2 1.0
67 107.527709961 4 212.498748779 328.565185547 323.836517334 486.661560059 367.757080078 9.05877780914 -5.81893110275 2.33719158173 0.00011194437684 -999.0 4 1.0
68 735.311645508 9 -9999.0 -9999.0 357.922058105 -9999.0 677.798217773 -9999.0 -9999.0 1.57257831097 0.00011194437684 -999.0 9 1.0
69 -9999.0 1 -9999.0 -9999.0 -9999.0 97.5126495361 162.794631958 -9999.0 -9999.0 -9999.0 0.00011194437684 -999.0 1 1.0
70 112.854232788 3 -9999.0 -9999.0 226.741012573 -9999.0 217.269012451 -9999.0 -9999.0 2.71194434166 0.00011194437684 -999.0 3 1.0
71 120.587882996 2 197.519775391 44.190196991 199.806838989 54.898021698 120.349983215 8.05100727081 -6.51517152786 2.25351071358 0.00011194437684 225.982162476 2 1.0
72 905.037658691 5 -9999.0 -9999.0 33.8556251526 -9999.0 242.973129272 -9999.0 -9999.0 0.466388881207 0.00011194437684 -999.0 5 1.0
73 291.308319092 3 -9999.0 -9999.0 222.347976685 -9999.0 563.75177002 -9999.0 -9999.0 1.91549324989 0.00011194437684 -999.0 3 1.0
74 111.122962952 3 -9999.0 -9999.0 30.1406517029 -9999.0 43.471622467 -9999.0 -9999.0 1.51441609859 0.00011194437684 -999.0 3 1.0
75 126.261772156 4 -9999.0 -9999.0 259.815612793 -9999.0 267.189056396 -9999.0 -9999.0 3.06627821922 0.00011194437684 -999.0 4 1.0
76 105.615646362 5 -9999.0 -9999.0 228.010345459 -9999.0 175.176727295 -9999.0 -9999.0 2.18430733681 0.00011194437684 -999.0 5 1.0
77 132.467391968 2 373.312530518 364.49911499 193.291244507 761.898498535 536.419616699 12.8231992722 11.7533283234 2.13844108582 0.00011194437684 241.635864258 2 1.0
78 199.185836792 2 217.306625366 218.942337036 157.20526123 77.1092147827 106.550079346 9.34043979645 -7.81603431702 1.4789942503 0.00011194437684 -999.0 2 1.0
79 91.308631897 3 210.637405396 161.577301025 195.725967407 260.485229492 294.618377686 8.83197307587 8.10819244385 2.4609336853 0.00011194437684 -999.0 3 1.0
80 756.360717773 3 352.194641113 335.217834473 162.68788147 1066.71936035 616.972900391 12.7369585037 12.0805435181 2.1685552597 0.00011194437684 -999.0 3 1.0
81 210.032455444 2 499.0 190.518173218 275.803070068 792.945373535 538.118041992 14.0740737915 14.0655708313 2.07474803925 0.00011194437684 -999.0 2 1.0
82 125.702659607 2 499.0 122.405258179 171.44493103 764.009887695 541.59576416 11.6727905273 11.6644859314 2.44686961174 0.00011194437684 201.557785034 2 1.0
83 397.924102783 2 499.0 -9999.0 447.605438232 432.025817871 557.353027344 14.1712999344 13.7171564102 2.50441861153 0.00011194437684 -999.0 2 1.0
84 124.059555054 2 499.0 266.337158203 144.215682983 585.64276123 403.926147461 14.4584360123 9.48429203033 2.3542163372 0.00011194437684 261.354431152 2 1.0
85 131.792144775 3 485.57824707 147.884933472 347.147918701 275.110321045 361.843109131 13.2529716492 12.9657239914 2.67234325409 0.00011194437684 -999.0 3 1.0
86 135.603515625 4 -9999.0 -9999.0 127.991790771 -9999.0 452.665802002 -9999.0 -9999.0 2.66918468475 0.00011194437684 -999.0 4 1.0
87 127.275260925 3 250.389755249 237.02545166 178.042709351 578.551635742 322.719177246 10.5336265564 9.47592449188 0.796364784241 0.00011194437684 -999.0 3 1.0
88 104.046058655 2 499.0 85.554397583 97.0100784302 681.83215332 396.489227295 9.90277385712 9.80853748322 2.29315662384 0.00011194437684 127.75151062 2 1.0
89 118.825119019 3 -9999.0 -9999.0 441.167175293 -9999.0 360.337982178 -9999.0 -9999.0 2.88489627838 0.00011194437684 -999.0 3 1.0
90 183.392227173 4 -9999.0 -9999.0 90.319442749 -9999.0 177.513885498 -9999.0 -9999.0 1.65030527115 0.00011194437684 -999.0 4 1.0
91 260.092102051 2 139.772857666 -9999.0 71.021446228 40.5486297607 82.5218582153 -1.53044188023 -6.63611888885 1.80626261234 0.00011194437684 -999.0 2 1.0
92 105.049057007 3 289.895019531 278.438903809 250.52532959 516.352478027 333.333557129 10.9691925049 -6.0448884964 1.99359941483 0.00011194437684 -999.0 3 1.0
93 128.100540161 2 399.362792969 61.3234558105 401.36416626 121.003684998 405.698486328 13.239030838 10.9235067368 2.86946058273 0.00011194437684 445.813079834 2 1.0
94 167.14944458 3 -9999.0 -9999.0 183.637512207 -9999.0 500.405975342 -9999.0 -9999.0 2.96990442276 0.00011194437684 -999.0 3 1.0
95 106.136253357 2 499.0 611.932434082 257.825073242 563.622314453 440.068237305 14.721657753 10.7729444504 1.98481583595 0.00011194437684 347.638244629 2 1.0
96 90.6980285645 2 414.697875977 339.390167236 361.079650879 83.7976837158 273.310852051 13.5835056305 -6.59145307541 2.69135046005 0.00011194437684 364.483856201 2 1.0
97 85.6737442017 3 -9999.0 -9999.0 296.71975708 -9999.0 522.421875 -9999.0 -9999.0 2.15797328949 0.00011194437684 -999.0 3 1.0
98 135.33102417 3 -9999.0 -9999.0 534.341369629 -9999.0 372.061920166 -9999.0 -9999.0 2.6453435421 0.00011194437684 -999.0 3 1.0
99 537.590026855 5 -9999.0 -9999.0 11.2670021057 -9999.0 407.290008545 -9999.0 -9999.0 0.38226890564 0.00011194437684 -999.0 5 1.0
100 182.168533325 3 122.804351807 33.8557929993 56.4321212769 91.9376220703 73.5941619873 -0.575745224953 -5.89298868179 0.177655935287 0.00011194437684 -999.0 3 1.0
101 402.721954346 4 -9999.0 -9999.0 100.512756348 -9999.0 287.399139404 -9999.0 -9999.0 1.03513479233 0.00011194437684 -999.0 4 1.0
102 -9999.0 1 -9999.0 1409.88708496 -9999.0 305.681091309 327.234832764 -9999.0 -9999.0 -9999.0 0.00011194437684 -999.0 1 1.0
103 139.927276611 3 325.553192139 858.254638672 266.852630615 564.746276855 204.438781738 12.2549209595 0.0357385277748 1.14113438129 0.00011194437684 -999.0 3 1.0
104 233.306396484 2 392.75112915 -9999.0 166.510223389 312.183776855 229.513259888 12.623884201 -4.93147182465 1.06119823456 0.00011194437684 -999.0 2 1.0
105 47.9535903931 3 499.0 48.3315887451 106.870742798 271.492614746 199.588775635 8.0956287384 7.98786211014 2.77735137939 0.00011194437684 -999.0 3 1.0
106 100.659416199 4 172.011169434 48.4979858398 66.1418991089 197.775970459 214.168533325 -0.937834978104 -3.13292765617 1.61592137814 0.00011194437684 -999.0 4 1.0
107 122.082450867 2 356.312652588 207.064376831 287.208526611 319.883972168 339.530731201 12.7075719833 11.8105239868 2.30022239685 0.00011194437684 -999.0 2 1.0
108 131.683914185 2 314.958679199 138.605331421 272.512084961 400.865539551 466.464385986 11.6830701828 11.4543828964 2.68359208107 0.00011194437684 400.590209961 2 1.0
109 118.597602844 2 274.892822266 98.2205657959 252.884048462 6.38272237778 257.99899292 11.1932554245 -5.88464450836 2.63021993637 0.00011194437684 293.687042236 2 1.0
110 139.881332397 4 499.0 128.468505859 127.412857056 773.536376953 414.582672119 11.4149961472 11.4099988937 0.12342274189 0.00011194437684 -999.0 4 1.0
111 599.041809082 7 104.38469696 49.5246162415 224.615509033 86.3570098877 182.531494141 2.92960643768 -4.82691907883 1.35555875301 0.00011194437684 -999.0 7 1.0
112 278.262420654 3 153.967514038 -9999.0 28.1113243103 482.84274292 359.308349609 1.210516572 -5.45391368866 0.0736076831818 0.00011194437684 -999.0 3 1.0
113 277.660919189 2 243.708389282 -9999.0 184.906921387 343.320373535 367.310791016 10.3254098892 6.94832420349 1.51360368729 0.00011194437684 -999.0 2 1.0
114 131.344406128 2 -9999.0 -9999.0 391.535400391 -9999.0 418.802825928 -9999.0 -9999.0 2.99523735046 0.00011194437684 -999.0 2 1.0
115 1206.11279297 3 338.80645752 613.336364746 490.300567627 153.30947876 336.959594727 12.3923521042 -6.91811466217 2.98768973351 0.00011194437684 -999.0 3 1.0
116 132.147247314 3 499.0 297.769683838 523.529541016 76.9304504395 854.404418945 15.8405294418 -4.73491096497 2.80765414238 0.00011194437684 -999.0 3 1.0
117 420.65447998 3 329.341644287 632.057861328 163.701202393 118.932647705 492.863006592 12.2426118851 -6.9452047348 1.13307023048 0.00011194437684 -999.0 3 1.0
118 109.878334045 6 499.0 149.42539978 406.698516846 477.351745605 276.025726318 13.4243021011 13.4008693695 2.9132335186 0.00011194437684 -999.0 6 1.0
119 -9999.0 1 -9999.0 218.287414551 -9999.0 558.155883789 913.274780273 -9999.0 -9999.0 -9999.0 0.00011194437684 -999.0 1 1.0
120 52.5114555359 2 334.117645264 324.242614746 123.083709717 519.87121582 321.91809082 11.8322620392 8.44064426422 2.13371348381 0.00011194437684 161.911346436 2 1.0
121 286.12387085 3 187.447006226 97.712638855 177.882049561 86.4059371948 264.628204346 7.05476665497 -6.09145498276 2.27924013138 0.00011194437684 -999.0 3 1.0
122 106.959259033 5 241.233200073 257.052856445 404.335998535 28.5585536957 403.245880127 10.3482208252 -7.7630405426 2.70262050629 0.00011194437684 -999.0 5 1.0
123 114.439056396 4 -9999.0 -9999.0 407.550231934 -9999.0 586.70703125 -9999.0 -9999.0 2.75937438011 0.00011194437684 -999.0 4 1.0
124 105.72844696 3 281.043121338 505.363830566 388.374298096 61.5420646667 376.903717041 11.1704950333 -6.20998859406 2.93232154846 0.00011194437684 -999.0 3 1.0
125 260.172607422 5 110.375083923 58.8046607971 97.7711639404 90.7132797241 139.975479126 0.178819447756 -7.01395273209 1.25040531158 0.00011194437684 -999.0 5 1.0
126 -9999.0 1 -9999.0 769.206542969 -9999.0 516.903564453 542.321350098 -9999.0 -9999.0 -9999.0 0.00011194437684 -999.0 1 1.0
127 121.614234924 3 283.533691406 437.946044922 228.741638184 125.404945374 230.461517334 11.3966007233 -5.62409353256 2.17954230309 0.00011194437684 -999.0 3 1.0
128 124.663986206 3 499.0 366.248962402 444.981506348 631.008300781 541.419372559 14.5154304504 14.2864961624 2.68425989151 0.00011194437684 -999.0 3 1.0
129 968.109313965 2 381.305511475 -9999.0 208.708740234 269.013275146 298.843688965 12.5807762146 9.62812900543 2.98472476006 0.00011194437684 -999.0 2 1.0
130 -9999.0 1 -9999.0 -9999.0 -9999.0 366.75894165 162.727752686 -9999.0 -9999.0 -9999.0 0.00011194437684 -999.0 1 1.0
131 139.30947876 3 356.295471191 91.3633270264 275.920806885 447.524475098 490.247467041 12.2379636765 12.0293207169 2.00874042511 0.00011194437684 -999.0 3 1.0
132 140.199462891 2 -9999.0 -9999.0 437.057495117 -9999.0 534.994445801 -9999.0 -9999.0 2.81833839417 0.00011194437684 492.919128418 2 1.0
133 140.785385132 4 305.426025391 294.633361816 217.677749634 395.558532715 397.025756836 11.8086671829 10.3601284027 1.90301775932 0.00011194437684 -999.0 4 1.0
134 140.573242188 2 282.7315979 271.023223877 91.8737106323 232.562545776 237.53968811 10.8129444122 -5.99602031708 0.891473889351 0.00011194437684 -999.0 2 1.0
135 156.480224609 2 -9999.0 -9999.0 450.684326172 -9999.0 741.893371582 -9999.0 -9999.0 3.02290582657 0.00011194437684 -999.0 2 1.0
136 107.986763 3 -9999.0 -9999.0 180.225692749 -9999.0 289.830230713 -9999.0 -9999.0 1.16947221756 0.00011194437684 -999.0 3 1.0
137 -9999.0 1 -9999.0 276.360717773 -9999.0 242.706176758 142.175857544 -9999.0 -9999.0 -9999.0 0.00011194437684 -999.0 1 1.0
138 94.5790023804 2 313.56842041 106.651779175 238.842041016 513.490356445 357.070770264 12.0731668472 11.4416236877 2.68501162529 0.00011194437684 -999.0 2 1.0
139 122.464935303 3 499.0 84.0512008667 326.019683838 212.485519409 400.096008301 13.3262138367 12.9027700424 3.04569602013 0.00011194437684 -999.0 3 1.0
140 124.115875244 3 -9999.0 -9999.0 261.435913086 -9999.0 307.555541992 -9999.0 -9999.0 2.4041428566 0.00011194437684 -999.0 3 1.0
141 353.814880371 3 499.0 -9999.0 87.3681335449 450.81137085 277.97869873 13.4325056076 -5.7035279274 0.654027342796 0.00011194437684 -999.0 3 1.0
142 119.646118164 4 -9999.0 -9999.0 369.532318115 -9999.0 384.494842529 -9999.0 -9999.0 1.47612512112 0.00011194437684 -999.0 4 1.0
143 501.990753174 2 499.0 619.146728516 1.89595675468 145.254013062 668.089904785 14.7455673218 -5.18255567551 0.106561899185 0.00011194437684 -999.0 2 1.0
144 192.076751709 2 -9999.0 -9999.0 25.2526950836 -9999.0 106.77961731 -9999.0 -9999.0 0.569219470024 0.00011194437684 124.869262695 2 1.0
145 -9999.0 1 -9999.0 330.090057373 -9999.0 330.866241455 543.208984375 -9999.0 -9999.0 -9999.0 0.00011194437684 -999.0 1 1.0
146 -9999.0 1 -9999.0 -9999.0 -9999.0 -9999.0 171.379730225 -9999.0 -9999.0 -9999.0 0.00011194437684 -999.0 1 1.0
147 135.434249878 2 278.669281006 266.802429199 258.122894287 95.6796646118 63.4924545288 11.1504039764 -7.32866811752 2.22539830208 0.00011194437684 275.627441406 2 1.0
148 118.432861328 2 445.588256836 342.826904297 430.605010986 17.5602741241 501.273651123 13.7023963928 -7.67870092392 2.96059203148 0.00011194437684 552.210754395 2 1.0
149 144.555374146 2 499.0 -9999.0 221.826675415 956.372192383 500.612243652 14.0738811493 9.81320285797 1.42356872559 0.00011194437684 -999.0 2 1.0
150 125.66696167 3 -9999.0 -9999.0 258.918426514 -9999.0 358.320159912 -9999.0 -9999.0 2.82729148865 0.00011194437684 -999.0 3 1.0
151 196.160217285 2 112.650650024 -9999.0 24.3470649719 250.221084595 173.794265747 -1.76583433151 -4.45507001877 0.667954206467 0.00011194437684 -999.0 2 1.0
152 372.363220215 4 499.0 -9999.0 455.653015137 409.345306396 666.561889648 14.1449680328 11.2858028412 1.80274713039 0.00011194437684 -999.0 4 1.0
153 -9999.0 1 -9999.0 -9999.0 -9999.0 1071.05664062 612.220703125 -9999.0 -9999.0 -9999.0 0.00011194437684 -999.0 1 1.0
154 106.164306641 4 -9999.0 -9999.0 201.934188843 -9999.0 193.113357544 -9999.0 -9999.0 1.94399702549 0.00011194437684 -999.0 4 1.0
155 350.052947998 4 -9999.0 -9999.0 571.697509766 -9999.0 544.198364258 -9999.0 -9999.0 2.5419895649 0.00011194437684 -999.0 4 1.0
156 246.58770752 5 198.42829895 132.08984375 88.4712905884 277.873352051 510.441925049 8.22923755646 -4.4006857872 0.704478502274 0.00011194437684 -999.0 5 1.0
157 -9999.0 1 -9999.0 -9999.0 -9999.0 -9999.0 214.319534302 -9999.0 -9999.0 -9999.0 0.00011194437684 -999.0 1 1.0
158 144.281829834 2 226.255447388 -9999.0 118.097984314 7.69058465958 80.5180358887 9.12595462799 -6.49123191833 2.77662110329 0.00011194437684 -999.0 2 1.0
159 319.794281006 3 217.04095459 200.864608765 110.256034851 162.044418335 423.832763672 8.76718044281 -9.23538780212 2.89810085297 0.00011194437684 -999.0 3 1.0
160 -9999.0 1 -9999.0 -9999.0 -9999.0 555.074707031 276.412109375 -9999.0 -9999.0 -9999.0 0.00011194437684 -999.0 1 1.0
161 132.354858398 3 209.758605957 -9999.0 285.662597656 617.925354004 605.912353516 8.32110023499 -4.45397043228 2.64392852783 0.00011194437684 -999.0 3 1.0
162 125.913406372 3 435.623260498 287.944763184 432.844268799 169.736312866 301.606567383 13.8273963928 10.4369735718 3.09041309357 0.00011194437684 -999.0 3 1.0
163 115.667625427 3 244.793319702 448.272644043 23.5419960022 162.747573853 64.8877258301 9.80236244202 -8.27004623413 0.966596901417 0.00011194437684 -999.0 3 1.0
164 119.830055237 2 182.207061768 200.283843994 148.588729858 63.8613891602 121.523040771 6.31615018845 -7.32087612152 2.86043787003 0.00011194437684 148.824752808 2 1.0
165 114.859695435 2 499.0 288.856964111 327.415802002 347.43069458 387.13458252 14.3944234848 10.2812957764 2.67355585098 0.00011194437684 516.321594238 2 1.0
166 102.304542542 2 261.184265137 -9999.0 233.213302612 61.8021965027 345.750549316 10.7703561783 -5.41125774384 2.47367119789 0.00011194437684 -999.0 2 1.0
167 128.863311768 4 -9999.0 -9999.0 207.332794189 -9999.0 386.505340576 -9999.0 -9999.0 1.98815572262 0.00011194437684 -999.0 4 1.0
168 92.4767074585 4 134.335205078 117.019889832 173.818817139 92.0775985718 68.1490249634 -5.42956113815 -7.22065496445 0.498096823692 0.00011194437684 -999.0 4 1.0
169 -9999.0 1 -9999.0 538.82434082 -9999.0 57.9322509766 317.489105225 -9999.0 -9999.0 -9999.0 0.00011194437684 -999.0 1 1.0
170 466.507354736 3 -9999.0 -9999.0 895.667480469 -9999.0 1123.76977539 -9999.0 -9999.0 2.69220590591 0.00011194437684 -999.0 3 1.0
171 139.244003296 5 -9999.0 -9999.0 368.485931396 -9999.0 492.791778564 -9999.0 -9999.0 1.81920778751 0.00011194437684 -999.0 5 1.0
